bitrh_dates,pups_born,pups_beforeW,weaned_f,weaned_m
16.11.2008,4,4,4,0
28.10.2008,14,15,8,0
22.09.2008,7,7,7,0
01.08.2008,5,5,4,1
11.07.2008,5,5,5,0
23.06.2008,4,4,4,0
02.06.2008,2,2,2,0
27.01.2009,1,1,1,0
01.01.2009,1,1,0,1
13.12.2008,3,3,3,0
15.11.2008,6,6,6,0
19.10.2008,14,14,9,0
23.09.2008,15,15,5,10
25.08.2008,18,10,10,0
04.08.2008,18,18,14,4
11.07.2008,7,7,7,0
20.06.2008,3,3,3,0
26.01.2009,5,5,3,2
13.12.2008,9,9,9,0
02.11.2008,7,7,7,0
29.10.2008,19,19,12,0
05.10.2008,15,15,11,4
11.09.2008,5,5,5,0
01.08.2008,5,5,5,0
11.07.2008,8,8,8,0
15.06.2008,4,4,4,0
29.01.2009,4,4,4,0
06.11.2008,10,10,3,0
18.10.2008,15,15,10,0
23.09.2008,3,3,3,0
25.08.2008,13,6,6,0
01.08.2008,3,3,3,0
10.07.2008,8,8,8,0
16.06.2008,6,6,6,0
26.01.2009,5,5,4,1
12.12.2008,7,7,7,0
02.11.2008,14,13,3,0
22.09.2008,4,4,4,0
27.08.2008,7,7,7,0
25.08.2008,13,7,7,0
07.07.2008,4,4,4,0
27.01.2009,7,7,4,3
26.12.2008,12,12,8,0
14.12.2008,8,8,8,0
17.11.2008,18,18,10,8
